Name,TakesOnlineOrders,hastablebooking,Ratings,Votes,Rest_Type,Cuisines,Cost,Type,City,Ratings_null,target
Xpress Chai,1,0,3.3,6,89,1870,150.0,2,2,0,0
Jingo BBQ  Burgers,1,0,3.9,43,74,2218,600.0,4,27,0,1
Woodys,1,0,2.6,207,13,2696,650.0,2,3,0,0
Bengaluru Baking Company  JW Marriott Bengaluru,0,0,4.3,526,4,1539,1400.0,1,5,0,1
Eagle Bar  Restaurant,0,0,3.7,0,14,999,700.0,6,0,1,0
Namma Biriyani,1,0,3.7,17,74,2098,250.0,2,3,0,0
Sulemani Chichas,1,0,4.1,362,92,2123,400.0,2,3,0,1
Food Theory,0,0,2.6,56,27,2172,500.0,2,0,0,0
New Select Hotel,0,0,3.4,5,74,1628,200.0,4,18,0,0
Konark Vegetarian Restaurant,0,0,3.9,157,13,1055,600.0,2,13,0,1
Mezban Family Restaurant,1,0,3.7,0,74,2622,300.0,2,25,1,0
Ambur Star Dum Biriyani,0,0,3.3,4,74,2063,300.0,4,29,0,0
Rock Stone Ice Cream Factory,1,0,4.0,130,29,548,230.0,2,24,0,1
Swadisht Inn,0,0,3.5,15,13,136,700.0,2,7,0,0
Gokul Kuteera,1,0,3.9,257,13,1132,650.0,2,23,0,1
Shake It Off,0,0,3.7,0,56,1996,200.0,2,12,1,0
HOMMS,1,0,4.5,236,74,865,300.0,2,8,0,1
Smaaash,0,1,4.0,189,20,1320,1500.0,4,15,0,1
RS Shiv Sagar,0,0,4.1,530,13,2643,500.0,4,18,0,1
Marzipan Cafe  Bakery,1,0,4.2,432,5,2463,700.0,1,22,0,1
Baskin Robbins,1,0,3.5,36,29,555,250.0,3,5,0,0
Just Shawarma,1,0,3.7,117,74,236,300.0,2,22,0,0
Shanghai Times,1,0,3.5,9,74,2521,500.0,4,26,0,0
KKR FOODIES,1,1,3.3,60,74,388,400.0,2,13,0,0
Ebony,1,1,4.3,3152,13,1344,1500.0,4,6,0,1
Barbeque Station,1,0,2.8,151,13,1020,700.0,2,0,0,0
Suryawanshi,1,1,4.4,139,13,777,700.0,4,14,0,1
Hotel Select,0,0,3.7,0,74,1628,250.0,4,5,1,0
KrumbKraft,0,0,3.5,6,0,1926,300.0,3,10,0,0
Faasos,1,0,4.0,160,74,981,500.0,4,27,0,1
KC Das  Sweet Sadan,1,0,3.0,36,90,847,200.0,2,11,0,0
Halli Mane Donne Biriyani,1,0,4.1,87,74,2191,400.0,2,11,0,1
Cupp,0,0,3.7,0,3,2401,550.0,4,12,1,0
Reddys Paradise,1,0,3.5,11,74,2160,400.0,4,14,0,0
Chinese Corner,0,0,3.1,5,74,2521,200.0,4,13,0,0
Over The Top Terrace Lounge,0,1,3.9,1390,53,146,1400.0,5,2,0,1
Bhukkad,0,0,3.1,7,74,506,250.0,4,24,0,0
Cafe Cerrise,1,0,3.8,96,3,2378,600.0,2,23,0,1
Sri Ganesh Fruit Juice Centre,1,0,3.2,4,56,650,100.0,2,2,0,0
Warm Oven,1,0,3.9,34,0,1902,500.0,2,24,0,1
Chulha Chauki Da Dhaba,1,0,4.3,2420,13,917,800.0,4,24,0,1
Wok And Rolls,1,0,3.7,0,74,2704,300.0,2,29,1,0
DZaprino,1,0,3.8,25,92,322,350.0,2,27,0,1
The Chocolatiers,0,0,3.5,14,29,218,150.0,3,4,0,0
Gama Gama,1,0,3.9,264,74,1628,200.0,2,16,0,1
Watsons,0,0,4.1,495,69,472,1300.0,5,5,0,1
De Oxford Cafe,0,0,3.7,34,3,2296,500.0,4,4,0,0
BBQ52,0,1,3.9,54,13,1635,1500.0,0,13,0,1
Fatsos,1,0,3.8,74,3,2272,650.0,4,6,0,1
Juicy Hut,0,0,3.2,9,74,658,200.0,4,4,0,0
Swad Plaza,1,0,3.4,6,74,999,400.0,2,0,0,0
Eden Huts Restaurant,0,0,4.0,213,13,2622,400.0,4,17,0,1
New Select Hotel,0,0,3.7,0,74,1628,150.0,4,3,1,0
Rajeev Bakery  Juice,0,0,3.7,0,75,354,150.0,3,6,1,0
Shri Udupi Cafe,1,0,3.9,31,74,1772,300.0,2,9,0,1
Sri SLV Bhavan,0,0,3.7,0,74,1628,250.0,4,4,1,0
New Mahesh Friends Food Corner,1,0,3.2,49,74,999,300.0,4,24,0,0
Wellness Cafe,0,0,3.7,0,3,2419,400.0,2,0,1,0
Dindigul Thalappakatti,1,0,3.7,0,13,2105,800.0,4,6,1,0
De Street Cafe,0,0,3.6,61,3,2257,500.0,1,0,0,0
Just Shawarma,1,0,4.0,412,74,236,300.0,2,28,0,1
Kamat,0,0,3.7,0,74,1692,300.0,2,24,1,0
The Iris Kafe,0,0,3.7,0,3,2498,300.0,2,8,1,0
Paisa Vasool,1,0,3.3,8,74,917,400.0,2,10,0,0
Cake of the Day,0,0,3.5,19,16,1780,150.0,3,13,0,0
Only Parathas,0,0,3.3,6,92,917,300.0,2,14,0,0
The London Shakes,1,0,3.7,0,56,2017,400.0,2,24,1,0
Mystique Palate,1,0,4.1,337,74,2575,300.0,4,16,0,1
The Charcoal Factory,1,0,4.1,292,74,2246,600.0,2,13,0,1
Donne Biryani House,1,0,3.3,70,74,2063,400.0,2,18,0,0
Paradise,1,0,4.1,3238,13,2173,800.0,4,23,0,1
Kaati Roll Delights,0,0,3.3,4,92,408,150.0,2,12,0,0
ChillUm Cafe,1,1,4.1,152,74,2321,600.0,2,3,0,1
Chutneys Tiffin Center,0,0,3.7,0,74,1631,300.0,2,3,1,0
Friends Night Kitchen,1,0,3.8,110,92,627,400.0,2,3,0,1
Black Cup Cafe,1,0,3.7,28,3,2402,400.0,4,29,0,0
Shahi Zaikha,1,0,3.2,6,74,2654,300.0,4,17,0,0
Paratha Darbar,1,0,3.5,13,74,917,400.0,2,0,0,0
Mouthful,1,0,3.7,60,74,426,300.0,2,11,0,0
Easy Bites,1,0,4.1,66,92,414,300.0,2,24,0,1
Green Hotel,0,0,3.6,7,74,999,200.0,4,14,0,0
Flavour of Himalaya,1,0,3.7,24,74,1002,500.0,4,3,0,0
Tea Trails,1,0,3.7,0,13,1448,600.0,2,12,1,0
The Zaika Of Banaras,1,0,3.3,26,74,1432,350.0,2,14,0,0
Eatato Snack Bar,0,0,3.3,11,74,1751,400.0,4,6,0,0
Kailash Parbat,0,0,3.1,116,44,1432,600.0,4,11,0,0
Deli Chats and Sweets,1,0,4.1,50,74,1842,200.0,2,8,0,1
Occasions,1,0,4.3,190,0,1902,400.0,3,2,0,1
Keep It Straight Cafe,1,1,3.9,202,3,2477,500.0,4,12,0,1
154 Breakfast Club,1,1,4.0,1519,3,2331,900.0,4,3,0,1
Mighty Small,0,0,4.1,259,14,67,300.0,6,6,0,1
Best Biryani,0,0,3.7,0,74,963,500.0,2,0,1,0
Madurai Idly Dosai Centre,0,0,3.3,16,74,1628,150.0,4,27,0,0
Upahara Sagar,0,0,3.0,25,74,1737,300.0,2,3,0,0
Yummy Pot,1,0,3.7,0,74,917,300.0,2,17,1,0
Bhukkads,1,0,3.2,63,13,2621,400.0,4,21,0,0
Skylit  Citrus Hotels,0,1,4.1,329,53,1308,1300.0,4,13,0,1
Biryani Darbar,1,0,3.7,0,74,2066,550.0,2,21,1,0
Urban Solace  Caf for the Soul,1,0,3.9,464,7,2267,800.0,2,5,0,1
Koshys,0,0,3.8,2332,13,1739,700.0,4,13,0,1
Vegetarea,1,0,3.7,0,92,1628,250.0,2,21,1,0
Tawa,1,0,3.4,25,74,917,200.0,4,28,0,0
Hyderabadi Bawarchi Multi Cuisine Restaurant,0,0,3.0,100,13,2156,600.0,2,9,0,0
Surabhi Restaurant,0,0,3.7,0,13,1743,400.0,4,29,1,0
Healthy Bakes n Brew,1,0,3.7,0,0,1780,150.0,3,25,1,0
Cafe Azzure,1,1,4.2,2733,3,2361,1200.0,4,6,0,1
Cafe Idly,1,0,2.9,35,74,1692,200.0,2,23,0,0
Fresh Code,0,0,3.7,0,92,2622,300.0,2,0,1,0
Christys Chicken Biryani,0,0,3.7,0,74,2063,200.0,2,27,1,0
Bakery 24x7,1,0,3.7,0,92,218,500.0,2,15,1,0
Home Food,1,0,3.4,13,74,1628,300.0,2,26,0,0
The J,1,0,4.0,141,74,298,400.0,2,6,0,1
Chungs Chinese Corner,1,0,2.7,283,13,2521,700.0,2,22,0,0
Pazzo,1,0,4.3,372,13,2070,700.0,2,12,0,1
Prawn Crunch,1,0,3.3,8,74,421,400.0,4,28,0,0
Aarya Pork Hotel,0,0,3.3,11,74,1642,300.0,4,0,0,0
BOX8 Desi Meals,1,0,4.3,291,92,1303,500.0,2,20,0,1
Sweet Chariot,1,0,3.8,111,29,1927,500.0,2,13,0,1
Daily Bread,0,0,2.7,29,52,1935,600.0,2,23,0,0
Snow Gola,0,0,3.7,17,29,218,150.0,3,18,0,0
Hotel Uttam Sagar,1,0,3.6,7,74,917,400.0,2,15,0,0
Cafemoto,1,0,4.0,201,3,2361,800.0,2,3,0,1
Mad Over Biryani,1,0,2.9,17,74,963,600.0,2,20,0,0
The Pump House,0,0,4.3,680,61,98,1500.0,5,24,0,1
Adyar Ananda Bhavan  Sweets,1,0,3.4,7,92,836,200.0,2,2,0,0
Ayesha Hotel,0,0,3.7,0,27,365,500.0,2,21,1,0
Salt Mango Tree,1,1,4.1,243,13,690,800.0,3,23,0,1
Dev Sagar  Food Street,1,0,4.1,241,74,1811,200.0,2,13,0,1
Desi Qulfi,1,0,3.7,0,29,548,150.0,2,19,1,0
IceBreakers,0,0,4.3,184,29,246,500.0,3,6,0,1
Mint Masala,0,0,2.8,255,13,999,1000.0,0,13,0,0
Parika Multicuisine Restaurant,1,1,3.8,203,13,1100,1200.0,4,6,0,1
Smoke  The Sizzler House,1,0,3.8,95,44,81,1100.0,2,24,0,1
Wok And Rolls,1,0,3.7,0,74,2704,300.0,4,29,1,0
Driven Cafe,1,0,3.6,123,3,2296,600.0,1,13,0,0
North Indian And Bengali Mess,0,0,3.7,34,59,948,300.0,4,3,0,0
Rayalaseema Abhiruchulu,0,0,3.7,0,74,1364,250.0,2,0,1,0
Clove Rooftop,0,1,3.8,235,13,752,1000.0,4,16,0,1
Blueberry Restaurant,1,0,3.7,36,74,991,400.0,2,17,0,0
Maraheb Restaurant,1,0,4.2,219,13,236,1000.0,4,26,0,1
Buff Buffet Buff,1,1,4.5,3163,14,1059,1500.0,2,29,0,1
The London Curry House  The Royale Senate Hotel,0,0,4.5,3960,14,1497,1300.0,6,7,0,1
Kurtoskalacs,0,0,4.6,272,36,242,400.0,3,2,0,1
Nandanam Family Restaurant,1,0,3.6,18,74,708,350.0,2,28,0,0
Jigarthanda,0,0,3.6,11,74,359,200.0,4,28,0,0
Upperdeck,0,0,3.7,0,13,1109,900.0,4,16,1,0
Aarushs Food Plaza,0,0,3.7,0,74,1432,200.0,2,1,1,0
Five Star Chicken,1,0,3.7,0,74,287,200.0,4,11,1,0
Khan Saheb Grills and Rolls,1,0,4.0,186,74,408,350.0,2,5,0,1
Kalinga Delicacies Restaurant,1,0,3.1,11,13,953,400.0,4,19,0,0
New Prashanth Hotel,1,0,3.1,40,13,1643,750.0,4,9,0,0
Cream  Fudge,1,0,3.3,4,29,555,250.0,3,7,0,0
Black Pepper,0,0,3.7,0,74,1359,200.0,2,26,1,0
Sri Punjabi Dhaba,1,0,3.3,47,38,917,400.0,2,25,0,0
Tunday Kababi,1,0,3.9,1138,13,1248,500.0,2,0,0,1
Annapurna Foods,1,0,3.5,11,13,1074,400.0,2,17,0,0
C Sharp Kitchen,1,0,3.6,52,13,1060,600.0,4,6,0,0
Roving Feast,0,0,4.0,1047,74,598,450.0,2,1,0,1
The Pastry House,1,0,3.8,60,0,1902,400.0,2,21,0,1
Agent Jacks Bar,0,1,4.1,597,76,173,1300.0,6,10,0,1
Fogg,0,1,3.7,0,13,111,1000.0,4,3,1,0
Vaigai Express,1,0,3.3,9,44,1737,400.0,4,15,0,0
Deejas Kitchen,1,0,3.9,73,92,1712,400.0,2,24,0,1
Peacock,1,1,3.9,847,13,947,1200.0,2,23,0,1
ZEEES,1,0,3.6,9,74,1439,300.0,2,7,0,0
Shudh Desi Khana,1,0,3.5,18,74,999,200.0,2,2,0,0
Arirang Korean Restaurant,0,1,4.0,237,13,753,1400.0,4,26,0,1
Shiv Sagar,0,0,3.7,0,74,1777,250.0,4,10,1,0
Kadala Teera,1,0,3.8,51,13,1604,600.0,2,14,0,1
Call A Cake,1,0,3.6,41,27,1780,500.0,3,0,0,0
Munchies,1,0,3.9,65,75,295,250.0,4,5,0,1
A1 Ambur Biryani,0,0,3.7,0,74,2063,200.0,4,5,1,0
Mangalore pearl  Seafood Restaurant,1,0,4.3,1384,13,793,700.0,2,13,0,1
Drunken Monkey,1,0,4.0,120,89,2010,400.0,2,12,0,1
Zayakedar,1,0,4.0,251,74,917,250.0,2,12,0,1
Danny Lambas Punjabi Dhaba,1,0,3.5,98,13,1027,600.0,2,22,0,0
One For The Road,1,1,4.5,755,76,172,1300.0,2,27,0,1
House Of Seitan,1,0,4.0,38,3,498,700.0,2,6,0,1
Halli Oota,0,0,3.3,6,13,1640,450.0,2,20,0,0
Adithya,1,0,3.2,9,74,999,400.0,2,16,0,0
Dhaba Shaba,1,0,3.2,61,74,1199,250.0,4,17,0,0
Singh Da Dhaba,0,0,3.3,5,74,917,400.0,4,25,0,0
Pasta Street,1,1,4.5,1614,13,634,1300.0,0,23,0,1
Hotel Orchid,0,0,3.7,0,13,1388,500.0,2,29,1,0
The Purple Pan,1,0,4.1,500,13,999,600.0,2,7,0,1
XO Cafe,1,0,3.7,0,3,2257,300.0,2,26,1,0
Ascharya Hotel,1,0,3.4,11,74,800,300.0,2,0,0,0
Namma Biriyani,1,0,3.7,15,74,2098,250.0,2,28,0,0
Pancuzzi,1,0,4.2,170,3,2295,600.0,1,24,0,1
Chord Road RestoBar,0,0,3.2,97,18,1364,1000.0,4,11,0,0
Tenzin Kitchen,1,0,4.2,537,74,1900,450.0,2,3,0,1
Shree Mahalakshmi Sweets,1,0,3.7,0,86,847,100.0,2,27,1,0
Amande Patisserie,1,0,4.0,73,0,1941,300.0,3,16,0,1
Swaadam Veg,1,0,3.6,34,13,1660,300.0,4,2,0,0
Kabab Mirchi,0,0,3.4,46,74,1290,350.0,2,19,0,0
Spicy Andhra,1,0,2.9,22,13,2691,600.0,4,8,0,0
Kevins Kitchen,1,0,3.8,103,74,1027,400.0,2,29,0,1
Cafe Mamma Mia,0,0,3.7,239,15,117,600.0,2,11,0,0
Public Khana,1,0,3.4,17,74,1730,200.0,4,2,0,0
White Elefan Coffee and Snack Bar,1,0,3.9,45,74,10,550.0,2,0,0,1
Momo Blues,1,0,3.7,0,74,2609,200.0,4,0,1,0
Hatti Kaapi,1,0,3.7,31,74,1639,200.0,2,11,0,0
Tree Top,1,0,3.8,74,13,77,1000.0,2,16,0,1
PRS Indian Food Restaurant,1,0,2.9,49,74,2663,200.0,2,9,0,0
Great Indian Rolls,1,0,3.3,4,74,1512,100.0,2,25,0,0
Vasu Biriyani Paradise,0,0,3.1,6,74,971,350.0,4,21,0,0
Kolkata Rolls  Chowmein,1,0,3.5,35,74,1512,100.0,2,27,0,0
Sri Durga Bhavani Biryani Point,0,0,3.7,0,74,2063,250.0,4,11,1,0
Ammachide Addukala,0,0,3.5,6,74,690,300.0,4,4,0,0
Zodiac  Fortune Select JP Cosmos Hotel,1,1,3.8,91,13,1374,1800.0,2,13,0,1
KA53,1,0,3.9,45,27,2156,300.0,4,15,0,1
Rotti Mane,0,0,3.6,13,74,1628,200.0,4,0,0,0
Terra Bites,1,0,4.1,65,7,2439,700.0,1,28,0,1
Kamat Swaad,1,0,3.9,193,13,1737,400.0,2,4,0,1
ABs  Absolute Barbecues,0,1,4.9,6375,13,282,1600.0,4,0,0,1
9th Cross Cafe,0,0,3.6,12,3,2449,550.0,4,23,0,0
Cuppa,0,0,3.2,59,7,2401,550.0,1,25,0,0
Ganesh Darshini,1,0,3.7,286,74,1692,150.0,2,7,0,0
Bottle Genie,1,0,3.7,0,92,1996,350.0,2,2,1,0
Craig Cafe,0,0,3.7,0,79,2257,150.0,1,27,1,0
TeaChaTe Express,0,0,3.7,0,74,434,150.0,4,0,1,0
Arya Bhavan Sweets,0,0,3.7,0,86,849,300.0,4,21,1,0
Recipe,1,0,4.0,808,13,1027,500.0,4,24,0,1
Mr Meetharam,1,0,2.8,75,93,847,150.0,2,3,0,0
LayerBite,1,0,3.8,10,0,1913,450.0,2,25,0,1
Apna Punjab,1,0,3.6,474,74,1061,450.0,2,4,0,0
3Gs  Gulp  Groove,1,1,4.1,664,12,449,1100.0,2,11,0,1
Chaska Bun,1,0,4.2,166,74,287,300.0,2,0,0,1
Mothers Kitchen,1,0,3.7,154,13,917,600.0,2,22,0,0
Dominos Pizza,1,0,3.9,121,74,1481,400.0,4,13,0,1
Bansuri Sweets,0,0,3.7,73,90,841,250.0,3,28,0,0
Rajdhani Thali Restaurant,1,1,4.0,792,13,917,900.0,4,0,0,1
The Paramount Hotel,1,0,2.9,323,13,1092,1000.0,2,2,0,0
The Juice Station,1,0,3.7,0,89,670,200.0,2,11,1,0
FreshMenu,1,0,3.6,531,27,500,450.0,2,26,0,0
Goli Vada Pav No 1,1,0,3.7,93,74,1811,200.0,4,16,0,0
The Himalayan,0,1,4.4,326,13,753,1200.0,2,29,0,1
Sunnys Kitchen,1,0,3.7,62,92,15,500.0,2,0,0,0
Hottey Smokey,1,0,3.7,0,92,1447,400.0,2,15,1,0
Tiffinwala,1,0,3.7,0,92,999,500.0,2,23,1,0
Chandrappa Hotel,1,0,4.2,253,74,1737,450.0,2,7,0,1
Soul Curry Restaurant,0,0,3.6,18,14,2480,600.0,4,21,0,0
Cucumber Town,1,0,4.2,307,27,717,600.0,2,0,0,1
Red Onion,1,1,4.2,552,13,2633,1200.0,0,20,0,1
Meat And Eat,1,0,3.1,10,74,312,500.0,2,16,0,0
Cocoa Bakes,0,0,3.7,0,0,1902,300.0,2,8,1,0
Baskiins Rabbin,0,0,3.7,0,74,355,300.0,4,21,1,0
Krishna Sagar,1,0,3.9,52,74,1737,300.0,4,3,0,1
Hotel Amrit,0,0,3.7,0,74,1082,250.0,2,21,1,0
Bawarchi Restaurant,0,0,3.1,4,13,963,700.0,2,21,0,0
Oldtown Dilli,1,1,4.1,261,13,908,750.0,4,3,0,1
Infinitea Tea Room  Tea Store,1,1,4.3,858,15,63,1000.0,2,18,0,1
World In A Bowl,1,0,3.7,0,27,170,600.0,2,24,1,0
Konark Vegetarian Restaurant,0,0,4.1,1015,13,1056,500.0,4,13,0,1
Gowdara Naati Mane,0,0,3.4,7,74,1645,500.0,2,6,0,0
Me And My Cake,0,0,3.7,0,0,1902,500.0,3,19,1,0
Dyu Art Cafe,0,0,4.5,3826,3,2446,800.0,4,0,0,1
The Bar Therapy,0,0,3.7,0,76,67,800.0,6,29,1,0
New Prashanth Naati Style,0,0,3.8,29,74,1640,400.0,2,20,0,1
Crystal Grandeur,1,0,3.7,0,13,1043,600.0,2,3,1,0
Calvins,1,0,3.8,22,36,218,800.0,2,3,0,1
Sri Nandi Dosa Mane,0,0,3.7,0,74,1628,150.0,4,27,1,0
Kargeens,1,0,4.1,991,3,2359,600.0,4,2,0,1
FeelHome,1,0,3.6,42,92,999,300.0,2,17,0,0
Cake Dilim,1,0,3.6,28,0,1902,400.0,3,14,0,0
Seasons,1,1,3.8,500,13,1394,1000.0,4,4,0,1
Alpha  House of Biryani  Tandoor,1,0,3.5,395,13,2156,800.0,2,15,0,0
Budget Food,0,1,3.5,43,13,963,700.0,2,10,0,0
Desi Khana,1,0,3.7,0,74,999,300.0,2,19,1,0
Empire Restaurant,1,0,3.6,174,92,736,400.0,2,8,0,0
Malabar Coastal Cuisine,0,0,3.6,68,44,690,550.0,4,0,0,0
Ice Stone Creamery,1,0,3.6,42,29,246,400.0,2,3,0,0
The Lemon Grass Kitchen,0,0,3.3,5,74,2704,300.0,2,21,0,0
House Of Candy,1,0,3.7,0,26,218,200.0,2,23,1,0
Ober Cafe,1,0,3.5,10,74,353,200.0,4,29,0,0
BIBBreakfast In The Box,1,0,3.7,0,74,557,600.0,4,22,1,0
Kolkata Famous Kati Roll,0,0,3.7,0,51,1512,150.0,2,26,1,0
Hamara Kozhikode,0,0,3.3,5,74,712,300.0,2,21,0,0
Chez Mariannick,0,0,4.1,395,13,477,1000.0,3,19,0,1
Adithya Family Restaurant,0,0,3.7,27,74,1628,250.0,2,29,0,0
Royal Chef Naati Oota,0,0,4.0,193,13,1647,500.0,4,0,0,1
Sri Udupi Grand,1,0,3.7,0,74,1660,200.0,4,6,1,0
Breezy Cow Bar,1,0,4.0,96,56,1996,400.0,2,26,0,1
Bottle Breacher,0,1,4.2,1192,20,595,1200.0,4,0,0,1
Watsons,1,1,4.0,1016,70,441,1300.0,4,24,0,1
Aishwarya Uphar,0,0,3.7,0,74,1730,150.0,2,22,1,0
UBQ by Barbeque Nation,1,0,3.5,10,27,944,450.0,2,19,0,0
Karama Restaurant,1,0,4.1,1555,13,757,750.0,4,0,0,1
ZOROY Luxury Chocolate,1,0,4.0,68,29,218,250.0,2,13,0,1
Brownie Heaven,1,0,4.2,34,29,242,300.0,3,5,0,1
Kanti Sweets,1,0,3.9,104,90,847,400.0,3,6,0,1
Chillout,1,0,3.7,0,3,2223,200.0,2,2,1,0
The Grub Central,1,1,4.0,803,3,2439,700.0,1,12,0,1
Mad Over Donuts,1,0,3.9,148,44,1913,450.0,3,5,0,1
Punjabi Twist,1,0,4.2,220,74,917,300.0,4,8,0,1
Northern Route,1,0,4.1,159,74,1432,300.0,4,20,0,1
Little Italy,1,1,4.2,405,13,1550,1500.0,2,27,0,1
Kanchanjunga Kitchen  The Flavour of Hills,1,0,3.7,0,74,2620,300.0,2,2,1,0
Jenisha Green View Restaurant,1,0,3.7,0,74,1199,500.0,2,10,1,0
Krem,1,0,4.1,61,29,250,450.0,3,3,0,1
Taste of Kerala,0,0,3.1,4,44,690,400.0,4,15,0,0
Multi Ruchish,1,0,3.7,0,74,1364,250.0,2,26,1,0
nutree,1,0,4.3,300,27,1226,400.0,2,14,0,1
RBP Greens Garden,1,0,2.7,48,13,999,700.0,2,4,0,0
Juice Fresco,1,0,3.3,15,56,1996,150.0,2,26,0,0
Savera Cafe,0,0,3.7,11,3,2257,50.0,1,22,0,0
Unnis Hot Plate,0,0,3.7,0,74,690,200.0,4,9,1,0
Biryani Miya,1,0,3.7,46,27,2151,600.0,2,12,0,0
Desi Chinese,1,0,3.6,37,27,2622,400.0,2,10,0,0
The Thickshake Factory,0,0,3.6,8,56,2029,350.0,2,12,0,0
Moti Mahal Delux,1,1,4.0,558,13,1278,1000.0,2,12,0,1
Jiyo Natural,0,0,3.6,14,27,511,300.0,2,24,0,0
Corner House Ice Cream,1,0,4.4,220,29,555,400.0,2,27,0,1
Paratha Merchant,1,0,3.1,39,74,917,300.0,4,24,0,0
Srinidhi Real Food,0,0,3.6,27,74,1667,200.0,4,22,0,0
Fresh Veg,1,0,2.7,93,74,1849,300.0,2,7,0,0
Hotel Uma Bhai,1,0,3.7,38,74,917,400.0,2,21,0,0
Debbys Kitchen,1,0,3.6,16,74,853,250.0,2,27,0,0
Pizza Stop,1,0,3.2,166,74,1485,600.0,2,23,0,0
Grand Spicy Restaurant,0,0,3.6,34,13,1290,700.0,4,20,0,0
Hotel Empark,1,0,3.4,16,13,2626,800.0,2,18,0,0
Royal Kitchen,0,0,3.4,57,74,2102,300.0,2,10,0,0
The Hole in the Wall Cafe,0,0,4.6,7113,3,2261,600.0,1,28,0,1
Flavors of India,1,1,3.7,37,13,2661,1500.0,4,14,0,0
Kerala Home Food,0,0,3.7,0,74,690,300.0,4,20,1,0
Brownie Heaven,1,0,3.9,16,29,218,300.0,6,18,0,1
Cafe Coffee Day,0,0,3.7,28,3,2401,900.0,1,21,0,0
Dr Sheesha,0,1,4.1,1453,3,2323,800.0,2,25,0,1
Cafe Monarch Luxur,0,0,3.8,23,13,1381,800.0,4,20,0,1
The Biriyani Pedia,1,0,4.0,59,74,2151,300.0,4,3,0,1
Laa Raiba Restaurant,0,0,3.3,7,74,708,300.0,2,24,0,0
Best Shawarmas,1,0,3.7,0,27,1512,300.0,2,25,1,0
Khawa Karpo,0,0,4.3,996,74,4,350.0,4,3,0,1
Amber Rush Restobar,0,1,4.1,93,69,68,1000.0,4,20,0,1
Aaha Andhra,1,0,3.7,11,13,2336,900.0,4,14,0,0
The French Loaf,0,0,3.8,34,0,1924,400.0,3,28,0,1
Chinita Real Mexican Food,0,0,4.5,729,13,821,1200.0,4,0,0,1
Le Spice Restaurant,1,0,3.4,122,13,558,700.0,4,26,0,0
Treat Restaurant,1,0,2.8,32,74,1750,400.0,4,15,0,0
Assi Tussi Lassi,1,0,3.6,25,56,2015,200.0,2,23,0,0
The Lobby Brew  Conrad Bengaluru,0,1,3.8,25,3,2477,2200.0,1,18,0,1
Krupa Sagar,0,0,3.2,4,74,1395,300.0,4,2,0,0
Go Italia,1,0,4.0,781,13,631,750.0,2,29,0,1
Sherlocks Pub,1,1,3.8,360,72,162,1300.0,2,27,0,1
Shri Guru Raghavendra Grand Veg,0,0,3.7,0,74,1737,400.0,4,1,1,0
Royal Tea House,1,0,3.7,0,74,917,100.0,2,18,1,0
The Good Bowl,1,0,3.5,15,92,618,500.0,2,27,0,0
Pensiri Cafe,1,0,3.6,48,92,917,300.0,2,3,0,0
Dessi Cuppa,1,0,3.4,5,77,2010,300.0,2,25,0,0
Apna Punjab,1,0,3.7,482,74,1061,450.0,2,3,0,0
Upahara Mandira,1,0,3.9,28,74,1737,300.0,4,27,0,1
Subway,1,0,3.9,107,74,1544,600.0,2,22,0,1
Onesta,1,1,4.4,978,15,1474,600.0,3,8,0,1
Chugg,0,1,4.0,749,69,448,1100.0,5,6,0,1
Caferia,1,0,3.3,5,74,427,200.0,2,7,0,0
Cake Genie,0,0,3.9,149,29,242,300.0,2,23,0,1
The Wok Shop,1,0,3.4,7,74,1136,500.0,4,6,0,0
Earthen Bowl,0,0,3.9,90,3,2431,700.0,4,8,0,1
Venus Biryani,1,0,3.1,144,74,2082,200.0,2,2,0,0
Planet I Bar,0,0,3.6,23,14,76,1200.0,6,11,0,0
Bistro Oui,1,1,4.1,400,6,2381,1200.0,4,0,0,1
Bun Town,1,0,4.0,205,5,2282,500.0,2,28,0,1
MOYASS,0,0,3.7,0,13,1712,600.0,4,4,1,0
Tomba Kitchens,0,0,3.7,0,74,912,300.0,4,28,1,0
Punjabi Dhaba,1,0,2.8,53,74,999,300.0,2,23,0,0
Srinidhi Sagar Food Line,1,0,3.7,131,74,1737,250.0,2,6,0,0
North Rasoe,1,0,3.1,6,74,999,300.0,2,24,0,0
Bearful,1,0,3.8,179,13,165,1000.0,2,14,0,1
Hang10 Resto N Cafe,1,0,3.8,102,13,1026,800.0,3,0,0,1
The Kitchen,1,0,3.6,9,74,917,300.0,2,28,0,0
Blue Tokai Coffee Roasters,1,0,4.0,78,3,2329,400.0,1,3,0,1
Bismillah Ambur Biryani,0,0,3.1,8,74,2063,150.0,4,23,0,0
Pappu Chaiwalla,1,0,3.1,89,74,1277,350.0,2,0,0,0
UP Style North Indian Food,1,0,3.6,46,92,917,100.0,2,0,0,0
Brewz Coffee,1,0,3.0,61,3,2257,650.0,1,0,0,0
Fritz Haber,1,0,4.1,397,29,555,450.0,2,12,0,1
Jeet Punjabi Tadka,0,0,3.5,17,74,1344,500.0,4,9,0,0
MGs Fine Dining  Bar  Springs Hotel  Spa,0,1,3.8,21,13,938,800.0,4,13,0,1
Mudpipe Cafe,1,1,4.5,1874,3,2345,900.0,2,0,0,1
Meenu Oota Da Maane,1,1,4.2,294,13,1605,800.0,4,28,0,1
